contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
NUGT250516C00030000,NUGT,2025-05-16,30.00,call,30.25,30.15,28.30,2,32.00,8,0,1,2025-05-16,5.10797,0.99688,0.00059,-0.07975,0.00030,0.00082
NUGT250516P00030000,NUGT,2025-05-16,30.00,put,0.00,0.01,0.00,0,0.05,7,0,0,2025-05-16,4.85142,-0.00208,0.00043,-0.05017,0.00021,-0.00000
NUGT250516C00035000,NUGT,2025-05-16,35.00,call,0.00,25.20,23.40,6,27.00,8,0,0,2025-05-16,4.82307,0.98841,0.00200,-0.23415,0.00095,0.00094
NUGT250516P00035000,NUGT,2025-05-16,35.00,put,0.00,0.01,0.00,0,0.05,1,0,1,2025-05-16,3.84169,-0.00262,0.00067,-0.04887,0.00025,-0.00000
NUGT250516C00040000,NUGT,2025-05-16,40.00,call,25.77,20.05,18.20,6,21.90,6,0,2,2025-05-16,2.68657,1.00000,0.00000,-0.00474,0.00000,0.00110
NUGT250516P00040000,NUGT,2025-05-16,40.00,put,0.03,0.01,0.00,0,0.05,1,5,9,2025-05-16,2.95924,-0.00337,0.00109,-0.04722,0.00032,-0.00001
NUGT250516C00045000,NUGT,2025-05-16,45.00,call,13.17,14.95,13.10,19,16.80,17,1,28,2025-05-16,2.01926,1.00000,0.00000,-0.00534,0.00000,0.00123
NUGT250516P00045000,NUGT,2025-05-16,45.00,put,0.00,0.01,0.00,0,2.10,406,0,245,2025-05-16,2.16932,-0.00452,0.00194,-0.04509,0.00042,-0.00001
NUGT250516C00048000,NUGT,2025-05-16,48.00,call,0.00,11.95,10.10,5,13.80,6,0,0,2025-05-16,1.61888,1.00000,0.00000,-0.00569,0.00000,0.00131
NUGT250516P00048000,NUGT,2025-05-16,48.00,put,0.00,0.01,0.00,0,2.10,90,0,60,2025-05-16,1.72878,-0.00560,0.00294,-0.04346,0.00050,-0.00001
NUGT250516C00049000,NUGT,2025-05-16,49.00,call,9.60,10.95,9.10,7,12.80,7,1,11,2025-05-16,1.48542,1.00000,0.00000,-0.00581,0.00000,0.00134
NUGT250516P00049000,NUGT,2025-05-16,49.00,put,0.00,0.01,0.00,0,0.45,68,0,35,2025-05-16,1.58626,-0.00607,0.00344,-0.04282,0.00054,-0.00001
NUGT250516C00050000,NUGT,2025-05-16,50.00,call,9.80,10.00,8.10,12,11.90,6,0,145,2025-05-16,1.35196,1.00000,0.00000,-0.00593,0.00000,0.00137
NUGT250516P00050000,NUGT,2025-05-16,50.00,put,0.00,0.01,0.00,0,0.05,1,0,92,2025-05-16,1.44556,-0.00661,0.00407,-0.04211,0.00058,-0.00001
NUGT250516C00051000,NUGT,2025-05-16,51.00,call,23.98,9.15,7.30,10,11.00,15,0,3,2025-05-16,1.36187,0.99055,0.00592,-0.06034,0.00080,0.00138
NUGT250516P00051000,NUGT,2025-05-16,51.00,put,0.00,0.01,0.00,0,2.10,60,0,177,2025-05-16,1.30654,-0.00726,0.00490,-0.04133,0.00063,-0.00001
NUGT250516C00052000,NUGT,2025-05-16,52.00,call,10.10,8.05,6.10,15,10.00,15,0,22,2025-05-16,1.08504,1.00000,0.00000,-0.00617,0.00000,0.00142
NUGT250516P00052000,NUGT,2025-05-16,52.00,put,0.00,0.01,0.00,0,2.10,53,0,36,2025-05-16,1.16904,-0.00805,0.00599,-0.04050,0.00069,-0.00001
NUGT250516C00053000,NUGT,2025-05-16,53.00,call,5.30,7.15,5.40,6,8.90,6,0,34,2025-05-16,1.07590,0.98844,0.00893,-0.05739,0.00095,0.00143
NUGT250516P00053000,NUGT,2025-05-16,53.00,put,0.00,0.01,0.00,0,0.25,75,0,42,2025-05-16,1.03261,-0.00903,0.00750,-0.03954,0.00077,-0.00002
NUGT250516C00054000,NUGT,2025-05-16,54.00,call,6.32,6.05,4.20,11,7.90,14,0,12,2025-05-16,0.81811,1.00000,0.00000,-0.00641,0.00000,0.00148
NUGT250516P00054000,NUGT,2025-05-16,54.00,put,0.08,0.01,0.00,0,0.15,71,4,50,2025-05-16,0.89694,-0.01027,0.00966,-0.03843,0.00086,-0.00002
NUGT250516C00055000,NUGT,2025-05-16,55.00,call,5.00,4.85,3.50,19,6.20,15,27,39,2025-05-16,0.68465,1.00000,0.00000,-0.00652,0.00000,0.00151
NUGT250516P00055000,NUGT,2025-05-16,55.00,put,0.03,0.01,0.00,0,0.05,112,3,203,2025-05-16,0.76173,-0.01193,0.01296,-0.03715,0.00098,-0.00002
NUGT250516C00056000,NUGT,2025-05-16,56.00,call,7.40,3.98,2.05,6,5.90,14,0,4,2025-05-16,0.55119,1.00000,0.00000,-0.00664,0.00000,0.00153
