contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
NUGT250516C00030000,NUGT,2025-05-16,30.00,call,30.25,28.10,26.10,8,30.10,8,0,1,2025-05-14,2.59322,1.00000,0.00000,-0.00356,0.00000,0.00164
NUGT250516P00030000,NUGT,2025-05-16,30.00,put,0.00,0.01,0.00,0,0.35,1,0,0,2025-05-14,3.29247,-0.00223,0.00049,-0.02483,0.00030,-0.00001
NUGT250516C00035000,NUGT,2025-05-16,35.00,call,0.00,23.10,21.00,2,25.20,4,0,0,2025-05-14,2.13375,1.00000,0.00000,-0.00415,0.00000,0.00192
NUGT250516P00035000,NUGT,2025-05-16,35.00,put,0.00,0.01,0.00,0,1.25,46,0,1,2025-05-14,2.57541,-0.00284,0.00078,-0.02413,0.00038,-0.00001
NUGT250516C00040000,NUGT,2025-05-16,40.00,call,25.77,18.10,16.10,11,20.10,10,0,2,2025-05-14,1.67429,1.00000,0.00000,-0.00474,0.00000,0.00219
NUGT250516P00040000,NUGT,2025-05-16,40.00,put,0.00,0.01,0.00,0,0.10,1,0,9,2025-05-14,1.94768,-0.00371,0.00132,-0.02322,0.00048,-0.00001
NUGT250516C00045000,NUGT,2025-05-16,45.00,call,26.48,13.00,11.10,5,14.90,5,0,37,2025-05-14,1.21482,1.00000,0.00000,-0.00534,0.00000,0.00247
NUGT250516P00045000,NUGT,2025-05-16,45.00,put,0.05,0.01,0.00,0,0.05,1,2,247,2025-05-14,1.38443,-0.00513,0.00248,-0.02203,0.00064,-0.00002
NUGT250516C00048000,NUGT,2025-05-16,48.00,call,0.00,10.05,8.10,12,12.00,9,0,0,2025-05-14,0.93914,1.00000,0.00000,-0.00569,0.00000,0.00263
NUGT250516P00048000,NUGT,2025-05-16,48.00,put,0.00,0.01,0.00,0,0.55,31,0,60,2025-05-14,1.06904,-0.00654,0.00398,-0.02108,0.00079,-0.00002
NUGT250516C00049000,NUGT,2025-05-16,49.00,call,9.00,9.10,7.10,5,11.10,6,10,12,2025-05-14,0.84725,1.00000,0.00000,-0.00581,0.00000,0.00268
NUGT250516P00049000,NUGT,2025-05-16,49.00,put,0.00,0.01,0.00,0,1.10,23,0,11,2025-05-14,0.96676,-0.00718,0.00478,-0.02070,0.00086,-0.00002
NUGT250516C00050000,NUGT,2025-05-16,50.00,call,27.10,8.10,6.10,6,10.10,15,0,145,2025-05-14,0.75536,1.00000,0.00000,-0.00593,0.00000,0.00274
NUGT250516P00050000,NUGT,2025-05-16,50.00,put,0.05,0.01,0.00,0,0.10,5,6,94,2025-05-14,0.86554,-0.00795,0.00584,-0.02027,0.00094,-0.00003
NUGT250516C00051000,NUGT,2025-05-16,51.00,call,23.98,7.20,5.20,12,9.20,11,0,3,2025-05-14,0.66347,1.00000,0.00000,-0.00605,0.00000,0.00279
NUGT250516P00051000,NUGT,2025-05-16,51.00,put,0.04,0.01,0.00,0,0.15,43,160,22,2025-05-14,0.76524,-0.00890,0.00730,-0.01978,0.00104,-0.00003
NUGT250516C00052000,NUGT,2025-05-16,52.00,call,10.10,6.20,4.20,11,8.20,9,0,22,2025-05-14,0.57157,1.00000,0.00000,-0.00617,0.00000,0.00285
NUGT250516P00052000,NUGT,2025-05-16,52.00,put,0.00,0.01,0.00,0,0.15,32,0,36,2025-05-14,0.66570,-0.01011,0.00938,-0.01923,0.00116,-0.00003
NUGT250516C00053000,NUGT,2025-05-16,53.00,call,5.30,5.15,3.10,11,7.20,9,4,32,2025-05-14,0.47968,1.00000,0.00000,-0.00629,0.00000,0.00290
NUGT250516P00053000,NUGT,2025-05-16,53.00,put,0.15,0.01,0.00,0,0.15,20,35,19,2025-05-14,0.56662,-0.01172,0.01253,-0.01860,0.00132,-0.00004
NUGT250516C00054000,NUGT,2025-05-16,54.00,call,13.98,4.85,3.40,10,6.30,13,0,12,2025-05-14,1.25944,0.80408,0.05094,-0.38017,0.01192,0.00230
NUGT250516P00054000,NUGT,2025-05-16,54.00,put,0.22,0.01,0.00,0,0.25,12,7,49,2025-05-14,0.46753,-0.01396,0.01767,-0.01784,0.00153,-0.00005
NUGT250516C00055000,NUGT,2025-05-16,55.00,call,3.10,3.27,2.25,12,4.30,15,3,37,2025-05-14,0.45946,0.95514,0.04775,-0.05301,0.00407,0.00287
NUGT250516P00055000,NUGT,2025-05-16,55.00,put,0.32,0.30,0.25,39,0.35,2,182,282,2025-05-14,0.80167,-0.16049,0.07057,-0.20943,0.01051,-0.00053
NUGT250516C00056000,NUGT,2025-05-16,56.00,call,7.40,2.70,0.60,9,4.80,23,0,4,2025-05-14,0.76326,0.76441,0.09355,-0.25802,0.01326,0.00229
NUGT250516P00056000,NUGT,2025-05-16,56.00,put,0.70,0.01,0.00,0,0.65,22,6,79,2025-05-14,0.26647,-0.02314,0.04769,-0.01556,0.00236,-0.00007
NUGT250516C00057000,NUGT,2025-05-16,57.00,call,2.00,2.00,1.60,10,2.40,23,11,23,2025-05-14,0.75884,0.65885,0.11219,-0.30427,0.01581,0.00199
NUGT250516P00057000,NUGT,2025-05-16,57.00,put,0.90,0.80,0.70,12,0.90,31,105,149,2025-05-14,0.77987,-0.34464,0.10958,-0.30698,0.01587,-0.00114
NUGT250516C00058000,NUGT,2025-05-16,58.00,call,1.41,1.27,1.10,16,1.45,1,67,32,2025-05-14,0.66997,0.54218,0.13740,-0.28995,0.01710,0.00166
NUGT250516P00058000,NUGT,2025-05-16,58.00,put,1.50,1.23,1.10,60,1.35,16,40,110,2025-05-14,0.78323,-0.46081,0.11762,-0.33170,0.01711,-0.00154
NUGT250516C00058500,NUGT,2025-05-16,58.50,call,1.14,1.38,0.50,15,2.25,24,168,0,2025-05-14,0.87606,0.48488,0.10559,-0.37947,0.01718,0.00147
